,name,1P,2P,ML
0,DZ-1NF,10.228818690495881,14211.873642892582,14222.102461583077
1,DZ-2NF,36.47109091704516,8149.53556681577,8186.006657732815
2,DZ-3NF,46.2848721082622,7876.053225123174,7922.338097231436
